index,Scoville Heat Units (SHU)
476,31610.711477864657
477,76751.01891601634
478,-37297.030635607196
479,36270.37798509105
480,39875.90611525133
481,-13663.834992684628
482,167874.22761463662
483,-6298.059870370562
484,41712.06296699507
485,99510.01240221765
486,173468.19746532268
487,160934.08347729698
488,35445.90049261103
489,21089.371664992475
490,152269.0197003924
491,1663.1824471177388
492,179966.93565388472
493,90471.97568605395
494,116015.50887129354
495,-4117.385550351231
496,57183.66868563107
497,112692.96489000409
498,107843.1822941983
499,9491.19936146614
500,100514.8441526837
501,104762.03681975334
502,105378.75946858354
503,57822.94333023007
504,17825.80448270795
505,36524.91809717088
506,30461.057796022884
507,1582.8179793783493
508,165043.15499370973
509,13882.886060612887
510,70302.5270829143
511,78817.26267314445
512,-10403.418735321044
513,-7612.5727713572705
514,185272.77307222347
515,69940.53355307569
516,87190.6170831513
517,-41.96145279909251
518,15244.040584353417
519,7012.308893443282
520,118337.39844944936
521,42020.046709187016
522,148721.95911695078
523,155511.12195514937
524,69409.35255850786
525,96706.17107101738
526,50166.34979163101
527,111780.19390426396
528,12728.00387260411
529,13492.137659589382
530,73768.8765864304
531,-5334.696436959857
532,1350.3702858404286
533,132996.20094015138
534,27655.951807874066
535,179804.20340160435
536,3758.2708994703426
537,85878.33254478924
538,92883.25183497126
539,56855.98117441141
540,-11933.938033224622
541,73194.12018210518
542,98789.53024986306
543,43163.85937913587
544,46125.172214137885
545,139366.3475825998
546,3851.26487447985
547,109778.81301369463
548,2860.0575528340996
549,4143.8680061351915
550,96984.81765035502
551,80006.99664061837
552,48460.275685870925
553,-6225.0188865795935
554,35130.815974709214
555,-22201.414422171103
556,141004.67219428765
557,117342.0452595079
558,33150.11999174325
559,21329.843727272848
560,17091.82649336104
561,168208.2799103349
562,21679.15069493196
563,111938.86796181058
564,88802.18819238027
565,46569.33986165386
566,125550.13936186029
567,25813.384745853284
568,103626.64584947158
569,73131.3847592849
570,132638.85920538811
571,74261.00853557703
572,58756.79892226627
573,73836.46395599947
574,59779.76847998377
575,49402.48525569003
576,177.22943155538815
577,47110.31585806367
578,91947.15987000849
579,18544.163653891927
580,31712.06658664211
581,-21987.38280422792
582,66463.29384154652
583,94703.85926284525
584,79929.84660570972
585,111131.63938465278
586,26039.527226602186
587,-5269.595367661386
588,124371.08972880244
589,-40070.71121705917
590,109024.86001606467
591,120972.25212967402
592,72874.91968728114
593,142252.1060206183
594,-32406.1119451204
595,76979.70837370426
596,43203.60707461533
597,-7130.517912961586
598,49297.107432478035
599,168457.68070413457
600,36109.521585934606
601,2788.8723730506463
602,8013.676232962433
603,79910.06475377743
604,163741.40382668385
605,142695.11916624574
606,15951.691011040602
607,129256.15961803107
608,18629.52433203954
609,118460.3157407926
610,40087.452740625915
611,120762.55227600897
612,156212.2297740198
613,-30312.40213435558
614,162328.98386366334
615,132601.64080429854
616,69545.68717240056
617,109477.68339977873
618,123875.0041692404
619,111987.79430748348
620,18029.104231677244
621,29505.317876647307
622,20424.83419943539
623,144483.24585028866
624,49648.52770614225
625,143545.3492110784
626,126189.0512769148
627,72951.18491428568
628,-36235.311631992634
629,69874.71472424272
630,63103.38436234055
631,42218.72937605313
632,130644.727858795
633,48448.27183316293
634,43724.628080888615
635,42313.527777123236
636,80933.68784117408
637,133928.47138135813
638,-47776.85591103697
639,32044.15036542731
640,91439.89547398778
641,24725.23473414147
642,39301.0512019398
643,79259.10664063563
644,107929.77127696978
645,124260.17004403836
646,85948.70523432735
647,-4256.985408281296
648,76794.10452056678
649,27080.274530953277
650,129585.19225489913
651,37234.17103985145
652,32845.600911754664
653,71484.44024258154
654,84397.57307718287
655,47917.63016962633
656,75719.24419681594
657,100122.36462473488
658,75943.62935769369
659,8854.436333314305
660,117813.49610895934
661,12050.654591083287
662,10494.810413751242
663,1571.386068736174
664,71075.66754673717
665,20988.89522088413
666,7410.981722974146
667,105763.45151678441
668,133052.28072026148
669,129716.95116516897
670,-20879.89967260258
671,109220.69137706069
672,129416.71365165037
673,-1354.3203043767717
674,1970.5228150661424
675,-1410.674145680503
676,92736.26746635254
677,131447.9665793965
678,123573.3385620314
679,71865.23704467132
680,11306.393695199811
681,51500.40912922552
682,-2807.619199728055
683,97001.90857213257
684,37954.004430429486
685,108388.2210685103
686,114747.36642333935
687,90948.65783905738
688,19154.92779859207
689,33889.290858458764
690,95097.83357730843
691,115025.46029047029
692,10684.69552845139
693,36636.74441178632
694,20502.63404161622
695,-21473.676498492583
696,68100.66797781958
697,68894.76139394603
698,91097.99427631238
699,64088.33816618063
700,14960.509470191537
701,43892.401530485426
702,93376.31650223177
703,187079.05952763738
704,86136.14048558123
705,159657.0167625309
706,19747.975305118838
707,31518.95794368926
708,134478.92657669372
709,70439.15016400363
710,132.17134374896705
711,90649.96463958595
712,97390.97059623204
713,-12343.945980303193
714,116037.70690774838
715,35983.2572621943
716,134576.2181470127
717,23319.105100244356
718,48917.68756629489
719,39489.68970215754
720,41309.40536967118
721,-2577.3654605830234
722,38155.07744000416
723,6348.011309833571
724,35791.25914687338
725,115327.7563086766
726,40125.35872659244
727,110985.79469336536
728,109076.81284480475
729,155188.38557182928
730,34887.43973308485
731,96275.61007967181
732,711.7725474604958
733,152520.2686183235
734,100877.0015264249
735,5655.473263406544
736,38795.622298405346
737,69592.37648285531
738,83235.03891949069
739,27853.088573041
740,14667.994712180363
741,-42515.792303529845
742,100043.65410511105
743,63700.814828978095
744,142125.83331781768
745,100830.32422539314
746,165199.95929940516
747,126352.55094096996
748,8511.635826979516
749,52769.93892523376
750,108761.84842394693
751,52090.41413213448
752,155533.9704888786
753,10907.229522768073
754,95272.09960672683
755,91162.58640846502
756,162064.29448867188
757,5319.407007730784
758,37676.9826195031
759,58944.01441627061
760,27135.546704668042
761,154615.22781733875
762,38001.62109900445
763,5261.513461308641
764,86068.14058473107
765,62702.876199312406
766,100894.67920081128
767,142996.55370335124
768,57272.10682540399
769,87528.37637600186
770,65000.85928689708
771,-21873.90115998582
772,13590.964103203609
773,-31358.08457380184
774,36000.04795839643
775,21201.28167512238
776,99290.83813010112
777,-10463.211160062026
778,107279.13613195936
779,109070.74662155662
780,2406.355914118438
781,133887.45953010058
782,109415.01606313858
783,3866.36497197891
784,58139.621933623195
785,115001.57290246108
786,35844.55988921646
787,86917.35792785951
788,80028.84702615245
789,73163.24345847864
790,31593.28766698231
791,39391.07882232526
792,27408.880971086837
793,142984.38586918096
794,109618.00594973087
795,144078.51532618445
796,78692.05443856421
797,97833.51981067771
798,62207.17922512684
799,3146.9797619395395
