index,Scoville Heat Units (SHU)
451,270.51027935455187
452,305589.118194283
453,270.51027935455187
454,270.51027935455187
455,270.51027935455187
456,270.51027935455187
457,270.51027935455187
458,305589.118194283
459,270.51027935455187
460,270.51027935455187
461,270.51027935455187
462,270.51027935455187
463,270.51027935455187
464,270.51027935455187
465,270.51027935455187
466,270.51027935455187
467,270.51027935455187
468,270.51027935455187
469,270.51027935455187
470,270.51027935455187
471,270.51027935455187
472,270.51027935455187
473,270.51027935455187
474,270.51027935455187
475,270.51027935455187
476,270.51027935455187
477,270.51027935455187
478,270.51027935455187
479,270.51027935455187
480,270.51027935455187
481,270.51027935455187
482,270.51027935455187
483,270.51027935455187
484,270.51027935455187
485,270.51027935455187
486,270.51027935455187
487,270.51027935455187
488,270.51027935455187
489,270.51027935455187
490,305589.118194283
491,270.51027935455187
492,114289.64495267377
493,270.51027935455187
494,270.51027935455187
495,270.51027935455187
496,270.51027935455187
497,270.51027935455187
498,270.51027935455187
499,270.51027935455187
500,270.51027935455187
501,270.51027935455187
502,270.51027935455187
503,270.51027935455187
504,270.51027935455187
505,270.51027935455187
506,270.51027935455187
507,270.51027935455187
508,270.51027935455187
509,270.51027935455187
510,270.51027935455187
511,270.51027935455187
512,270.51027935455187
513,270.51027935455187
514,305589.118194283
515,270.51027935455187
516,270.51027935455187
517,270.51027935455187
518,270.51027935455187
519,270.51027935455187
520,114289.64495267377
521,270.51027935455187
522,270.51027935455187
523,114289.64495267377
524,270.51027935455187
525,270.51027935455187
526,270.51027935455187
527,270.51027935455187
528,270.51027935455187
529,270.51027935455187
530,270.51027935455187
531,270.51027935455187
532,270.51027935455187
533,270.51027935455187
534,270.51027935455187
535,114289.64495267377
536,270.51027935455187
537,270.51027935455187
538,270.51027935455187
539,270.51027935455187
540,270.51027935455187
541,270.51027935455187
542,270.51027935455187
543,270.51027935455187
544,270.51027935455187
545,114289.64495267377
546,270.51027935455187
547,270.51027935455187
548,270.51027935455187
549,270.51027935455187
550,270.51027935455187
551,270.51027935455187
552,270.51027935455187
553,270.51027935455187
554,270.51027935455187
555,270.51027935455187
556,270.51027935455187
557,270.51027935455187
558,270.51027935455187
559,270.51027935455187
560,270.51027935455187
561,270.51027935455187
562,270.51027935455187
563,270.51027935455187
564,270.51027935455187
565,270.51027935455187
566,114289.64495267377
567,270.51027935455187
568,270.51027935455187
569,270.51027935455187
570,270.51027935455187
571,270.51027935455187
572,270.51027935455187
573,270.51027935455187
574,270.51027935455187
575,270.51027935455187
576,270.51027935455187
577,270.51027935455187
578,270.51027935455187
579,270.51027935455187
580,270.51027935455187
581,270.51027935455187
582,270.51027935455187
583,270.51027935455187
584,270.51027935455187
585,270.51027935455187
586,270.51027935455187
587,270.51027935455187
588,305589.118194283
589,270.51027935455187
590,270.51027935455187
591,270.51027935455187
592,270.51027935455187
593,305589.118194283
594,270.51027935455187
595,270.51027935455187
596,270.51027935455187
597,270.51027935455187
598,270.51027935455187
599,305589.118194283
600,270.51027935455187
601,270.51027935455187
602,270.51027935455187
603,270.51027935455187
604,114289.64495267377
605,270.51027935455187
606,270.51027935455187
607,270.51027935455187
608,270.51027935455187
609,270.51027935455187
610,270.51027935455187
611,270.51027935455187
612,270.51027935455187
613,270.51027935455187
614,114289.64495267377
615,270.51027935455187
616,270.51027935455187
617,270.51027935455187
618,270.51027935455187
619,270.51027935455187
620,270.51027935455187
621,270.51027935455187
622,270.51027935455187
623,114289.64495267377
624,270.51027935455187
625,305589.118194283
626,114289.64495267377
627,270.51027935455187
628,270.51027935455187
629,270.51027935455187
630,270.51027935455187
631,270.51027935455187
632,270.51027935455187
633,270.51027935455187
634,270.51027935455187
635,270.51027935455187
636,270.51027935455187
637,270.51027935455187
638,270.51027935455187
639,270.51027935455187
640,270.51027935455187
641,270.51027935455187
642,270.51027935455187
643,270.51027935455187
644,270.51027935455187
645,270.51027935455187
646,305589.118194283
647,270.51027935455187
648,114289.64495267377
649,270.51027935455187
650,305589.118194283
651,270.51027935455187
652,270.51027935455187
653,270.51027935455187
654,270.51027935455187
655,270.51027935455187
656,270.51027935455187
657,270.51027935455187
658,270.51027935455187
659,270.51027935455187
660,270.51027935455187
661,270.51027935455187
662,270.51027935455187
663,270.51027935455187
664,270.51027935455187
665,270.51027935455187
666,270.51027935455187
667,270.51027935455187
668,270.51027935455187
669,270.51027935455187
670,270.51027935455187
671,114289.64495267377
672,270.51027935455187
673,270.51027935455187
674,270.51027935455187
675,270.51027935455187
676,270.51027935455187
677,270.51027935455187
678,270.51027935455187
679,270.51027935455187
680,270.51027935455187
681,270.51027935455187
682,270.51027935455187
683,270.51027935455187
684,270.51027935455187
685,270.51027935455187
686,270.51027935455187
687,270.51027935455187
688,270.51027935455187
689,270.51027935455187
690,270.51027935455187
691,270.51027935455187
692,270.51027935455187
693,270.51027935455187
694,270.51027935455187
695,270.51027935455187
696,270.51027935455187
697,270.51027935455187
698,270.51027935455187
699,270.51027935455187
700,270.51027935455187
701,270.51027935455187
702,270.51027935455187
703,270.51027935455187
704,270.51027935455187
705,305589.118194283
706,270.51027935455187
707,270.51027935455187
708,270.51027935455187
709,270.51027935455187
710,270.51027935455187
711,270.51027935455187
712,270.51027935455187
713,270.51027935455187
714,270.51027935455187
715,270.51027935455187
716,305589.118194283
717,270.51027935455187
718,270.51027935455187
719,270.51027935455187
720,270.51027935455187
721,270.51027935455187
722,270.51027935455187
723,270.51027935455187
724,270.51027935455187
725,270.51027935455187
726,270.51027935455187
727,114289.64495267377
728,270.51027935455187
729,305589.118194283
730,270.51027935455187
731,270.51027935455187
732,270.51027935455187
733,270.51027935455187
734,114289.64495267377
735,270.51027935455187
736,270.51027935455187
737,270.51027935455187
738,270.51027935455187
739,270.51027935455187
740,270.51027935455187
741,270.51027935455187
742,270.51027935455187
743,270.51027935455187
744,305589.118194283
745,270.51027935455187
746,305589.118194283
747,305589.118194283
748,270.51027935455187
749,270.51027935455187
750,270.51027935455187
751,270.51027935455187
752,270.51027935455187
753,270.51027935455187
754,270.51027935455187
755,270.51027935455187
756,305589.118194283
757,270.51027935455187
758,270.51027935455187
759,270.51027935455187
760,270.51027935455187
761,305589.118194283
762,270.51027935455187
763,270.51027935455187
764,270.51027935455187
765,270.51027935455187
766,305589.118194283
767,270.51027935455187
768,270.51027935455187
769,270.51027935455187
770,270.51027935455187
771,270.51027935455187
772,270.51027935455187
773,270.51027935455187
774,270.51027935455187
775,270.51027935455187
776,270.51027935455187
777,270.51027935455187
778,270.51027935455187
779,270.51027935455187
780,270.51027935455187
781,114289.64495267377
782,270.51027935455187
783,270.51027935455187
784,270.51027935455187
785,270.51027935455187
786,270.51027935455187
787,270.51027935455187
788,270.51027935455187
789,270.51027935455187
790,270.51027935455187
791,270.51027935455187
792,270.51027935455187
793,305589.118194283
794,114289.64495267377
795,114289.64495267377
796,270.51027935455187
797,270.51027935455187
798,270.51027935455187
799,270.51027935455187
